location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Kensington and Chelsea,895.0,5,3,Terraced,2020,1.1532087418820944,"cellar, concierge, ensuite, garden, gym, loft",1566186.0
Hillingdon,909.0,3,1,Flat,1940,1.405648101503304,parking,858803.0
Croydon,337.0,5,1,Terraced,1894,2.921961278845339,"cellar, gym, new_build, river_view",120000.0
Hackney,687.0,2,3,Flat,1883,0.07277097660765527,"cellar, concierge",409866.0
Sutton,1194.0,3,3,Semi-Detached,1986,2.1525209051181577,"concierge, ensuite, garden, park_view, river_view, study",1778492.0
Redbridge,449.0,5,2,Terraced,1929,2.451464350423622,"cellar, concierge, lift",120000.0
Ealing,250.0,1,1,Flat,1955,1.5092034622469592,"garage, gym, loft, parking",120000.0
Hillingdon,860.0,5,1,Flat,1914,0.8139769845507105,"garage, gym, lift",597924.0
Barnet,1261.0,4,1,Flat,1897,1.2658009454166266,"concierge, garage, gym, loft, near_tube",2037418.0
Merton,863.0,4,3,Semi-Detached,1954,0.3809281873952017,"cellar, gym, near_tube, new_build, parking",1093091.0
Bexley,749.0,2,1,Detached,1901,0.14959139703621924,"balcony, concierge, garden, lift",342463.0
Barking and Dagenham,292.0,5,2,Flat,2023,1.1604847011750514,"balcony, gym, river_view",120000.0
Hackney,986.0,5,3,Terraced,1977,0.05,"balcony, parking, river_view",1457295.0
Kensington and Chelsea,1048.0,2,1,Flat,1992,0.6571681194410431,"gym, loft",1847729.0
Waltham Forest,315.0,3,3,Maisonette,1899,0.433054579431482,"cellar, concierge, ensuite, gym",120000.0
Tower Hamlets,1190.0,1,3,Studio,1855,0.8095913726390077,"garage, near_tube",1791148.0
Wandsworth,1080.0,2,1,Semi-Detached,1858,0.8621369970730827,"garden, park_view",1461678.0
Merton,1190.0,1,1,Flat,1999,0.33455072815738385,"balcony, near_tube, parking",1731093.0
Lambeth,1025.0,3,1,Flat,2002,1.4525648126107777,"garage, garden, lift, loft, river_view, study",1409219.0
Bromley,1046.0,3,1,Studio,1968,2.350813188353115,"cellar, ensuite, garden",1250296.0
Tower Hamlets,1006.0,3,1,Flat,1952,0.3801275556035653,"cellar, ensuite, garden, near_tube, new_build, parking",1380122.0
Lambeth,1111.0,4,3,Semi-Detached,1886,0.35656416967369625,"balcony, ensuite, garage, park_view",1486818.0
Waltham Forest,304.0,5,1,Maisonette,1981,0.9650032849912711,balcony,120000.0
Lambeth,400.0,1,1,Semi-Detached,1939,0.15530314348783314,"balcony, ensuite, park_view, study",120000.0
Hammersmith and Fulham,629.0,2,3,Terraced,1954,0.9826660040961077,"balcony, cellar, lift, loft, new_build, parking",297992.0
Havering,811.0,2,1,Terraced,1854,2.1506779496389106,"cellar, garage, garden, gym, lift, river_view",365453.0
Redbridge,966.0,5,1,Maisonette,1939,0.35899729816132997,"balcony, concierge",1001048.0
Islington,947.0,1,1,Flat,1970,2.795212007698351,"garage, lift",1086988.0
Hillingdon,1185.0,1,3,Maisonette,1983,0.7167211850035021,"cellar, concierge, garage, lift, new_build",1732074.0
Croydon,1195.0,1,3,Flat,1875,0.8022866517715318,"garden, lift, loft",1705275.0
Newham,588.0,4,3,Semi-Detached,1855,0.606434753745042,"garden, lift, park_view, parking, study",120000.0
Islington,922.0,3,3,Maisonette,1998,1.7454138679313977,"garage, gym, near_tube, parking",1188701.0
Barking and Dagenham,596.0,5,1,Terraced,1904,1.0863432746634067,"ensuite, loft",120000.0
Haringey,794.0,2,2,Flat,1932,0.750467587598693,"balcony, gym",715969.0
Newham,947.0,2,2,Flat,1959,0.5074954246071922,near_tube,983770.0
Westminster,250.0,3,1,Detached,1935,1.2222790298236152,"ensuite, garden",120000.0
Waltham Forest,1573.0,1,3,Terraced,2014,2.4634968760726053,"balcony, garden, gym, loft, study",2779802.0
Haringey,1020.0,5,2,Flat,1996,0.8050015284898536,"park_view, parking",1446809.0
Islington,671.0,5,3,Detached,1918,1.0636801654969592,"concierge, near_tube, park_view",426597.0
Sutton,1428.0,1,1,Maisonette,1883,0.23808347120555406,"loft, new_build",2344259.0
Merton,746.0,5,3,Maisonette,2019,1.0536814416403422,"garage, near_tube, study",688464.0
Tower Hamlets,890.0,3,1,Terraced,1973,4.2324493140013555,"balcony, concierge, ensuite, garden, loft, study",1016580.0
Ealing,704.0,2,1,Studio,1981,0.31972083452024663,"cellar, gym, near_tube, new_build, parking",214466.0
City of London,1346.0,5,2,Detached,1930,1.2983433652742018,"concierge, ensuite, garage, near_tube, study",2739018.0
Croydon,819.0,3,1,Flat,1934,0.638258972185581,"garden, gym",528118.0
Waltham Forest,895.0,2,1,Studio,1881,0.2205553716973531,"cellar, lift",700362.0
Richmond upon Thames,1211.0,5,3,Terraced,1924,0.7111630954964885,loft,1917596.0
Lewisham,1026.0,4,2,Maisonette,1944,3.604204917832832,"garage, lift, loft, near_tube, new_build, river_view",1221291.0
Barking and Dagenham,834.0,1,2,Semi-Detached,1872,1.2829490284777798,"balcony, cellar, garage, gym, new_build, study",390438.0
Bexley,1183.0,4,1,Terraced,1960,1.1827562826518858,"concierge, gym, study",1730696.0
Hillingdon,1612.0,4,3,Flat,1957,0.3509787331719202,"balcony, concierge, garage, loft, parking",2947039.0
Kingston upon Thames,945.0,2,3,Flat,1996,2.0278190991010536,"ensuite, lift",1212263.0
Brent,885.0,3,3,Flat,1859,2.5802434428913013,"gym, loft, near_tube, park_view",846717.0
Brent,901.0,5,2,Semi-Detached,1889,2.5129996708776594,ensuite,781971.0
Brent,1243.0,1,2,Detached,1924,1.9332865190527613,"concierge, river_view",2001858.0
Redbridge,670.0,4,1,Flat,2003,0.466304714691021,"concierge, garage, lift",263172.0
City of London,767.0,5,1,Flat,1891,0.3726714485739087,"cellar, gym, lift, loft, new_build, park_view",930197.0
Tower Hamlets,389.0,5,1,Semi-Detached,2019,0.13260164749733885,"balcony, garden, park_view",120000.0
Westminster,495.0,2,2,Flat,2016,0.4106520172209704,"balcony, river_view",120000.0
Lambeth,695.0,2,3,Flat,1866,1.2507392509727218,cellar,227482.0
City of London,833.0,5,3,Flat,1913,0.40529447755975884,"lift, new_build",1094329.0
Hammersmith and Fulham,1381.0,3,1,Terraced,1895,2.0959781659058376,"cellar, river_view",2387972.0
Hackney,1011.0,3,1,Terraced,1935,2.322393771610964,"loft, near_tube",1279060.0
Hillingdon,576.0,3,1,Detached,2010,2.233212427441309,new_build,120000.0
Hackney,632.0,3,1,Flat,1915,0.17760646966957072,"concierge, gym, lift, new_build, study",268443.0
Ealing,1262.0,4,2,Flat,1965,1.1847931812475763,"gym, park_view, parking",2016070.0
Kingston upon Thames,1188.0,3,3,Semi-Detached,1873,1.084524447171451,"concierge, river_view",1745130.0
Hillingdon,858.0,2,1,Studio,1949,2.191362807072841,"concierge, garden, near_tube, study",589059.0
Bexley,717.0,3,3,Flat,1911,0.2280017521274009,"balcony, cellar",332319.0
Lambeth,1187.0,4,2,Detached,2009,1.0742405419165402,"concierge, garage, lift, near_tube, parking",1944557.0
Sutton,552.0,5,2,Semi-Detached,1985,0.2219949732069917,"balcony, ensuite, parking, study",120000.0
Newham,968.0,3,3,Maisonette,1887,1.9743689382585488,"cellar, garden, gym, lift, park_view, parking",1044805.0
Haringey,1532.0,4,3,Flat,1958,0.06277988816890057,"ensuite, garden, lift, study",2815526.0
Hackney,912.0,3,3,Flat,1909,3.5511615299906656,"concierge, river_view, study",1016245.0
Greenwich,617.0,4,2,Flat,1926,1.4722214686117836,cellar,120000.0
Wandsworth,973.0,2,1,Semi-Detached,1930,0.9622037992072761,loft,1380813.0
Kensington and Chelsea,709.0,3,3,Detached,1992,0.5710383117391735,"concierge, park_view, parking, study",863733.0
Redbridge,432.0,1,3,Terraced,1900,2.2604925505227245,garage,120000.0
Lambeth,1060.0,2,3,Flat,1850,0.23375120061771693,"near_tube, new_build, parking",1415527.0
Tower Hamlets,1185.0,4,2,Flat,1883,0.06150521556179374,ensuite,1882471.0
Barking and Dagenham,757.0,1,1,Terraced,1993,1.4142204285742808,"cellar, concierge, loft",363025.0
Newham,737.0,2,1,Maisonette,1901,0.907926192265301,"cellar, garage, garden, gym, lift, parking",261010.0
Lewisham,562.0,4,2,Flat,1860,1.2488648184938709,parking,120000.0
City of London,805.0,5,2,Semi-Detached,1919,1.1184326842704997,"ensuite, gym, loft, parking, river_view, study",1329680.0
Croydon,681.0,3,1,Terraced,2001,1.563492293999412,"concierge, garage, gym, near_tube, parking, study",267358.0
Harrow,547.0,3,3,Maisonette,2001,0.9659458390246514,"balcony, cellar, garage, garden, loft, near_tube",120000.0
Sutton,1418.0,3,2,Detached,2014,0.7080056343115027,"garage, garden, near_tube, new_build, study",2543730.0
Redbridge,990.0,4,1,Flat,1968,0.991255651805601,"balcony, loft",1068136.0
Barking and Dagenham,1022.0,3,2,Semi-Detached,1992,1.7463348599407411,garage,1124126.0
Greenwich,1115.0,1,3,Detached,1984,1.8354676583417242,"balcony, concierge, ensuite, garden, parking, river_view",1521083.0
Lewisham,1081.0,3,2,Maisonette,1853,1.2913695238752643,"balcony, concierge, loft",1284333.0
Ealing,726.0,2,3,Terraced,1922,0.09427961849896023,"balcony, ensuite, river_view",246597.0
Greenwich,932.0,4,3,Flat,1941,1.186011990634042,garage,1116529.0
Westminster,769.0,1,2,Terraced,1930,0.191844675809962,river_view,855540.0
Kensington and Chelsea,982.0,4,2,Semi-Detached,1994,1.9008254835065523,"cellar, gym, loft, study",1806464.0
Sutton,953.0,1,1,Flat,2020,1.724839195478265,"garage, gym, park_view",956649.0
Hackney,735.0,5,3,Studio,1944,0.44377347621368646,"balcony, ensuite, gym, loft, new_build",650524.0
Islington,451.0,4,3,Flat,1866,1.5257893956068165,"balcony, gym, lift, near_tube, new_build, park_view",120000.0
Lambeth,894.0,1,2,Maisonette,1912,1.0462733542412743,garage,854323.0
Islington,789.0,5,1,Flat,1884,0.5245680520654669,"balcony, ensuite, near_tube, park_view, parking, river_view",741955.0
Ealing,283.0,3,2,Flat,1931,1.5046923098674225,"cellar, concierge, gym, loft, new_build, parking",120000.0
City of London,1002.0,4,3,Terraced,1890,2.716827799581283,"cellar, concierge, gym, parking",1556710.0
Sutton,1140.0,1,1,Terraced,1864,0.6842189234083892,"concierge, gym, park_view",1400139.0
Southwark,1609.0,1,2,Detached,1879,1.3038123650870492,park_view,2831231.0
Croydon,733.0,5,2,Terraced,1936,0.41546958958283886,"balcony, near_tube",316208.0
Harrow,688.0,3,2,Flat,1874,0.569469358407197,"ensuite, garden, loft, new_build, park_view",173749.0
Haringey,517.0,4,2,Maisonette,1854,1.0020822445541546,park_view,120000.0
Merton,913.0,5,3,Terraced,1898,0.5032191317409686,"balcony, ensuite, lift, new_build, park_view, river_view",1145101.0
Lambeth,911.0,3,1,Flat,1962,0.4736736723568146,cellar,1056223.0
Bromley,607.0,2,2,Maisonette,1959,0.35836716526694273,"balcony, concierge, near_tube, park_view, study",120000.0
Merton,798.0,5,3,Flat,1917,2.315002780074137,"cellar, near_tube, new_build, park_view, parking, study",757753.0
Redbridge,256.0,1,3,Flat,1965,1.7720181848151002,"concierge, parking",120000.0
Haringey,1128.0,3,2,Terraced,1883,0.9790573206534052,"balcony, gym, lift",1425204.0
Harrow,619.0,5,3,Terraced,1975,1.8608615701169375,"ensuite, near_tube, park_view, river_view",256287.0
Redbridge,840.0,2,1,Terraced,1853,1.9668740591111775,"balcony, gym, loft, near_tube, river_view",551672.0
Haringey,422.0,2,2,Maisonette,1873,0.8589980327348001,gym,120000.0
Waltham Forest,675.0,3,3,Flat,2010,0.39533380942062857,"balcony, study",168786.0
Islington,766.0,1,2,Studio,1931,1.3123116389188052,loft,542639.0
Westminster,847.0,1,2,Flat,1946,2.330821918300674,"new_build, river_view",1003315.0
Hammersmith and Fulham,994.0,2,2,Flat,1919,1.6679755376752798,"balcony, concierge, gym, river_view, study",1401443.0
Hackney,1282.0,5,2,Flat,1962,2.637140074579501,"garage, lift, parking",2273299.0
Brent,1070.0,2,3,Flat,1980,1.9485965379272816,"balcony, garage, parking",1423251.0
Lewisham,1139.0,4,2,Flat,1985,3.821405337477033,"garden, gym, park_view",1722283.0
Barnet,1284.0,3,1,Detached,1893,1.3717875728156657,garden,1928309.0
Bexley,1021.0,4,1,Detached,1959,0.7839130411425141,lift,1171557.0
Haringey,839.0,2,3,Semi-Detached,1986,1.7517479922969248,"ensuite, river_view",831433.0
Waltham Forest,1153.0,5,2,Flat,1921,2.396944010494648,parking,1706804.0
Redbridge,1172.0,2,1,Detached,1916,1.1934926477877896,"ensuite, gym, parking, river_view, study",1684206.0
City of London,1045.0,4,1,Flat,1959,1.9787039278153657,"concierge, garage, garden, gym, loft, parking",1793439.0
Wandsworth,414.0,5,1,Semi-Detached,1949,0.7182842252286497,"gym, near_tube, new_build",120000.0
Kingston upon Thames,598.0,3,1,Semi-Detached,1893,1.941835161725787,"balcony, garage, loft, parking",120000.0
Islington,768.0,4,3,Flat,2016,5.013454570225802,gym,806706.0
Croydon,1084.0,1,2,Terraced,1947,0.72415236848167,garage,1251130.0
Barnet,844.0,3,2,Maisonette,1948,1.252675561270714,"cellar, concierge, garden, loft",615351.0
Lambeth,1191.0,2,1,Flat,1885,1.5935141875276122,"garage, lift, park_view, river_view, study",1682360.0
Haringey,1245.0,5,3,Semi-Detached,1967,0.941373836925856,"concierge, ensuite, garage, near_tube, parking, study",2082818.0
Wandsworth,1210.0,5,3,Studio,2009,0.7637545928229477,"cellar, ensuite, garden",1917581.0
Lambeth,1212.0,4,3,Flat,1976,1.0768022348227742,"concierge, new_build, river_view",1992042.0
Harrow,539.0,5,2,Flat,1938,2.1829463426020395,"cellar, garden, loft, park_view, parking",120000.0
Kensington and Chelsea,995.0,5,2,Terraced,1960,0.24429725532618185,loft,1795445.0
Havering,668.0,4,1,Detached,1890,0.4871509375314952,"balcony, cellar, loft, near_tube, river_view, study",133055.0
Kensington and Chelsea,355.0,3,3,Flat,1860,0.919620061525356,"lift, new_build",120000.0
Bexley,764.0,2,3,Terraced,1961,2.0173768629788977,study,333538.0
Merton,1247.0,5,1,Flat,1881,1.0701512771099004,"gym, lift, loft, park_view, river_view",1885902.0
Lewisham,988.0,1,2,Studio,1865,0.6176576897165411,"concierge, garden, lift, loft, parking, study",1013182.0
Kingston upon Thames,1455.0,1,1,Maisonette,1984,2.8183318803702435,"cellar, ensuite, river_view",2565172.0
Hillingdon,903.0,5,2,Terraced,1925,1.2264141041153416,ensuite,772188.0
Richmond upon Thames,1584.0,1,1,Studio,1998,0.7521963641538748,new_build,3028281.0
Kensington and Chelsea,903.0,1,3,Semi-Detached,2000,1.5761047704988467,"lift, park_view",1410960.0
Hillingdon,857.0,3,3,Studio,1871,1.5224298814297215,"loft, near_tube, park_view, study",652101.0
Sutton,466.0,3,3,Flat,1983,1.2508437845210818,"loft, near_tube, new_build, park_view",120000.0
Kingston upon Thames,1183.0,1,1,Flat,1908,0.5865368431107499,"cellar, concierge, lift, loft, parking",1621571.0
Lambeth,699.0,2,1,Maisonette,1972,1.9902035461013505,"ensuite, garage, gym, new_build, parking",254689.0
Newham,656.0,2,3,Flat,1857,3.149814718685604,"ensuite, lift",120000.0
Hammersmith and Fulham,1234.0,2,1,Flat,1931,1.402227552696118,"new_build, river_view",2071475.0
Enfield,1197.0,1,2,Semi-Detached,1959,0.2829128907965355,"ensuite, garage, garden, gym, lift, parking",1842633.0
Bromley,1190.0,4,3,Terraced,1927,4.209142187414419,cellar,1714333.0
Croydon,741.0,3,2,Flat,1945,1.5666150117074336,"balcony, ensuite, lift, study",487018.0
Croydon,835.0,5,1,Flat,1851,0.4375578304395695,"ensuite, gym",540329.0
Greenwich,832.0,1,3,Flat,1851,1.9204193382452202,"balcony, cellar, lift, loft, river_view",504493.0
Bromley,1085.0,4,3,Flat,1954,2.3381560725736272,"balcony, new_build",1365436.0
Sutton,1316.0,5,1,Flat,1922,1.1024606615560382,park_view,2071435.0
Bexley,960.0,3,2,Terraced,1950,0.1976706561564745,"ensuite, lift",1090527.0
Tower Hamlets,1442.0,4,2,Semi-Detached,1912,1.2962527221596971,lift,2715386.0
Barking and Dagenham,1119.0,3,2,Flat,1850,0.4256956531843303,"cellar, garden",1379629.0
Hammersmith and Fulham,780.0,3,3,Flat,1971,1.6028229397737719,"balcony, garage, garden",849479.0
Bromley,1099.0,5,3,Semi-Detached,1873,0.6076809586389967,"concierge, ensuite, garden, loft, park_view, river_view",1646621.0
Bromley,1362.0,3,1,Flat,1986,1.474890752751844,"new_build, study",2172288.0
Brent,1449.0,3,3,Flat,1852,0.7741798664777114,"concierge, ensuite, lift, near_tube, new_build",2560234.0
Sutton,1206.0,5,3,Flat,2011,1.3408492919887738,"concierge, gym, loft, new_build",1940231.0
Barnet,858.0,3,1,Semi-Detached,1894,1.9587690977566776,"cellar, garage, garden, lift, new_build, river_view",742878.0
Barking and Dagenham,785.0,1,1,Flat,2005,1.996841657521232,"cellar, ensuite, near_tube, parking",252241.0
Hackney,1023.0,4,2,Flat,1850,0.5397915332895524,garage,1268700.0
Hounslow,1352.0,4,3,Terraced,1928,0.8510644628083267,"concierge, gym, near_tube",2367770.0
Enfield,980.0,2,3,Detached,1922,0.8825282840477109,lift,885561.0
Lewisham,986.0,4,2,Semi-Detached,1878,1.2802975710489264,"ensuite, garage",1120793.0
Lewisham,865.0,1,1,Maisonette,1932,2.4502624865140485,"garden, gym, parking, river_view",446348.0
Hillingdon,752.0,2,1,Semi-Detached,1887,0.9666213045024974,"cellar, ensuite, garage, garden, lift, loft",168438.0
Harrow,801.0,5,3,Flat,1926,1.4920805239580368,"balcony, lift, new_build, parking",680997.0
Haringey,891.0,4,2,Flat,1915,0.9303325332602617,"cellar, ensuite, loft",1025598.0
Greenwich,1365.0,4,2,Flat,1884,0.6108397991692195,"balcony, garden, park_view, parking",2282566.0
Enfield,778.0,4,3,Flat,1987,0.26303830416795654,"lift, new_build",658924.0
Barking and Dagenham,866.0,1,1,Flat,1941,0.737325839993331,parking,469880.0
Camden,590.0,5,1,Flat,1995,0.3688567669590144,"concierge, ensuite, garden, loft, river_view",324969.0
Brent,1065.0,2,3,Semi-Detached,1991,0.38860656161723406,"balcony, cellar, ensuite, loft, new_build, study",1479119.0
Bromley,1260.0,4,1,Semi-Detached,1895,1.3606205567667629,"balcony, ensuite, gym, study",2027775.0
Richmond upon Thames,1337.0,5,3,Flat,1900,1.4791510900935345,"balcony, gym, park_view",2365940.0
Tower Hamlets,911.0,2,3,Terraced,2015,2.0592227867794786,"garden, park_view, study",1021130.0
Brent,1022.0,4,1,Flat,1904,0.15958765742878256,"near_tube, new_build, parking",1319464.0
Hillingdon,804.0,1,2,Terraced,1866,1.8253859695824113,"garden, gym, new_build, park_view, river_view, study",359902.0
Greenwich,1008.0,4,3,Terraced,1944,0.05258853894071667,"concierge, ensuite, garage, study",1368260.0
Merton,944.0,3,2,Flat,2018,0.6140568865085211,"balcony, concierge, ensuite, lift, loft, study",1213559.0
Newham,867.0,1,1,Flat,1890,0.9329351945402542,river_view,504513.0
Hillingdon,891.0,4,1,Studio,1960,0.6110158496785015,"loft, new_build, park_view",685123.0
Harrow,986.0,5,1,Terraced,1908,1.0446998764703166,"garden, new_build",1227979.0
Hounslow,762.0,1,1,Terraced,1916,1.218767668053404,cellar,286398.0
Kingston upon Thames,777.0,5,1,Flat,1928,0.05,"cellar, ensuite, lift, loft, park_view, parking",571634.0
Richmond upon Thames,1362.0,5,1,Flat,1874,1.5129359946884215,study,2439497.0
Bexley,1663.0,3,3,Flat,1917,0.6949304090739759,"concierge, gym, new_build, parking",3265271.0
Brent,489.0,5,2,Studio,1897,1.7783243749204158,"concierge, garage",120000.0
Harrow,472.0,2,1,Flat,1992,1.8246120451982393,river_view,120000.0
Lambeth,563.0,4,1,Flat,1889,1.1359957813445183,"balcony, cellar, ensuite, new_build, park_view, study",120000.0
Redbridge,819.0,4,1,Studio,1997,1.9951041728667545,"ensuite, garden",670569.0
Kingston upon Thames,1119.0,3,1,Terraced,1852,0.4947408508510488,"balcony, concierge, garage",1488319.0
Haringey,1027.0,5,3,Flat,1920,0.6221136667702968,"near_tube, study",1369228.0
Tower Hamlets,902.0,5,1,Terraced,1896,0.15381732559035208,"concierge, ensuite, garden, new_build, study",1021773.0
